repo,repo_age_months,stars,forks,days_since_last_commit,number_of_contributors,number_of_commits,number_of_new_contributors,number_of_open_PRs,number_of_closed_PRs,number_of_merged_PRs,number_of_open_issues,number_of_closed_issues,year,month
charmbracelet__bubbletea,10,39657,1094,0,7,57,5,7,7,7,12,7,2020,10
juanfont__headscale,39,35569,1905,19,1,1,0,6,4,1,12,7,2023,8
WerWolv__ImHex,6,52654,2338,8,2,37,1,3,2,2,12,7,2021,4
pppscn__SmsForwarder,41,24598,3126,0,2,5,1,2,3,2,12,7,2024,6
sickcodes__Docker-OSX,30,52170,2901,10,1,25,0,1,4,4,12,7,2022,11
Johnshall__Shadowrocket-ADBlock-Rules-Forever,12,22347,1466,,0,0,0,1,1,0,12,7,2022,11
leiurayer__downkyi,7,24091,2559,17,1,2,0,0,0,0,12,7,2021,6
gkd-kit__gkd,11,36161,1756,0,1,30,0,0,0,0,12,7,2024,5
hcengineering__platform,52,24470,1707,0,8,111,0,68,74,55,11,7,2025,11
Fosowl__agenticSeek,3,25096,2785,0,4,234,1,46,46,41,11,7,2025,4
chartdb__chartdb,9,21307,1271,0,3,28,1,37,33,28,11,7,2025,4
linera-io__linera-protocol,11,32134,2294,2,4,126,1,29,28,24,11,7,2022,10
resend__react-email,30,18096,919,1,8,28,3,25,31,22,11,7,2025,2
FuelLabs__fuel-core,36,57363,2859,3,6,15,2,24,21,15,11,7,2023,7
QwikDev__qwik,56,21931,1380,13,5,11,0,18,15,13,11,7,2025,12
nextai-translator__nextai-translator,11,24835,1830,1,3,4,1,16,10,3,11,7,2024,1
Grasscutters__Grasscutter,19,16749,4383,0,6,20,1,12,11,11,11,7,2023,10
google__zx,15,45168,1204,0,2,16,0,8,7,3,11,7,2022,7
heroui-inc__heroui,8,28189,2061,0,3,115,2,7,8,6,11,7,2021,11
abiosoft__colima,26,27054,537,22,3,8,1,6,9,8,11,7,2023,10
aristocratos__btop,50,30436,918,0,2,9,0,5,4,4,11,7,2025,6
myshell-ai__OpenVoice,2,35997,4022,3,4,38,4,4,4,4,11,7,2023,12
wg-easy__wg-easy,13,24676,2353,5,2,3,2,4,3,0,11,7,2022,5
bigskysoftware__htmx,17,47465,1568,0,4,8,3,3,5,5,11,7,2021,8
massgravel__Microsoft-Activation-Scripts,18,166394,16012,13,1,1,0,0,0,0,11,7,2021,6
pppscn__SmsForwarder,42,24598,3126,14,1,2,0,0,0,0,11,7,2024,7
Z-Siqi__Clash-for-Windows_Chinese,44,27713,3204,0,1,2,0,0,0,0,11,7,2024,11
novuhq__novu,37,38597,4222,0,14,153,0,195,190,159,10,7,2024,8
hpcaitech__ColossalAI,29,41347,4533,0,16,59,3,60,61,54,10,7,2024,2
nvim-lua__kickstart.nvim,38,29519,44467,69,0,0,0,48,30,0,10,7,2025,7
anuraghazra__github-readme-stats,48,78442,30662,4,1,9,0,29,21,9,10,7,2024,6
FuelLabs__sway,55,61936,5430,0,13,27,3,27,32,27,10,7,2025,7
spacedriveapp__spacedrive,36,37051,1209,0,12,123,3,26,27,24,10,7,2024,8
nvim-lua__kickstart.nvim,39,29519,44467,100,0,0,0,24,20,0,10,7,2025,8
lucide-icons__lucide,22,21201,1191,0,13,40,7,22,27,26,10,7,2022,3
nvim-lua__kickstart.nvim,30,29519,44467,9,3,3,2,22,21,3,10,7,2024,11
atuinsh__atuin,28,28344,777,4,3,5,2,16,12,4,10,7,2023,1
FuelLabs__fuel-core,62,57363,2859,0,5,11,0,13,18,12,10,7,2025,9
tokio-rs__axum,40,25044,1349,6,10,10,6,11,10,10,10,7,2024,8
aristocratos__btop,51,30436,918,0,11,24,9,9,12,11,10,7,2025,7
umami-software__umami,14,35302,6480,9,6,20,2,9,9,9,10,7,2021,8
netbirdio__netbird,8,22840,1117,7,2,12,0,9,9,9,10,7,2021,11
LizardByte__Sunshine,6,34632,1707,15,3,23,2,7,3,2,10,7,2022,5
ajeetdsouza__zoxide,32,33572,737,1,2,5,1,7,5,5,10,7,2022,10
aristocratos__btop,19,30436,918,0,2,32,1,7,8,8,10,7,2022,11
YunaiV__ruoyi-vue-pro,60,35455,7676,0,12,109,8,5,6,2,10,7,2025,12
AstrBotDevs__AstrBot,21,17331,1332,12,3,57,2,5,4,3,10,7,2024,8
binary-husky__gpt_academic,25,70116,8395,6,5,9,3,3,5,4,10,7,2025,3
ajeetdsouza__zoxide,24,33572,737,0,3,5,1,3,3,3,10,7,2022,2
Evil0ctal__Douyin_TikTok_Download_API,10,16349,2400,0,3,66,1,3,3,3,10,7,2022,8
SpotX-Official__SpotX,48,19901,1012,1,1,10,0,2,1,0,10,7,2025,7
Johnshall__Shadowrocket-ADBlock-Rules-Forever,33,22347,1466,,0,0,0,1,1,1,10,7,2024,8
TencentARC__GFPGAN,4,37378,6278,1,1,8,0,0,0,0,10,7,2021,6
lxgw__LxgwWenKai,7,23219,602,8,1,27,0,0,0,0,10,7,2021,7
jj-vcs__jj,18,25940,926,0,5,105,0,76,75,74,9,7,2022,5
bradtraversy__design-resources-for-developers,2,64830,11979,1,27,74,20,36,37,29,9,7,2020,6
teableio__teable,20,20897,1208,0,4,32,0,33,33,32,9,7,2024,6
charmbracelet__vhs,9,18698,371,0,6,16,3,23,28,13,9,7,2023,3
juanfont__headscale,15,35569,1905,4,6,113,2,19,19,19,9,7,2021,8
Atlas-OS__Atlas,29,19789,711,0,9,75,6,17,18,12,9,7,2023,6
charmbracelet__bubbletea,65,39657,1094,17,3,5,1,14,15,13,9,7,2025,5
Lissy93__dashy,56,24038,1768,16,3,4,1,12,5,2,9,7,2025,9
hpcaitech__ColossalAI,42,41347,4533,23,2,3,0,11,11,6,9,7,2025,3
roboflow__supervision,4,36512,3092,0,3,49,2,9,7,7,9,7,2023,2
toon-format__toon,3,22767,1006,15,4,14,2,9,12,3,9,7,2025,12
oven-sh__bun,10,87520,4074,0,4,203,2,7,7,6,9,7,2022,1
GyulyVGC__sniffnet,15,32818,1210,0,3,22,0,7,6,5,9,7,2023,9
dotnet__maui,6,23180,1913,0,31,129,13,5,1,1,9,7,2020,10
danielgatis__rembg,34,21923,2228,0,3,17,1,5,7,2,9,7,2023,5
fastfetch-cli__fastfetch,16,20244,692,0,3,35,2,4,4,4,9,7,2022,5
ajeetdsouza__zoxide,18,33572,737,0,2,14,1,4,4,4,9,7,2021,8
google__zx,16,45168,1204,2,2,4,0,4,4,3,9,7,2022,8
WerWolv__ImHex,10,52654,2338,0,2,72,0,3,3,2,9,7,2021,8
lllyasviel__Fooocus,20,47742,7789,65,0,0,0,2,3,0,9,7,2025,3
pppscn__SmsForwarder,24,24598,3126,0,2,8,1,1,1,1,9,7,2023,1
danielgatis__rembg,48,21923,2228,67,0,0,0,1,0,0,9,7,2024,7
pppscn__SmsForwarder,47,24598,3126,13,1,1,0,1,1,1,9,7,2024,12
Anjok07__ultimatevocalremovergui,12,23674,1768,14,2,4,0,0,0,0,9,7,2021,6
SpotX-Official__SpotX,11,19901,1012,0,1,15,0,0,0,0,9,7,2022,6
XIU2__CloudflareSpeedTest,61,24702,4808,36,0,0,0,0,0,0,9,7,2025,8
unionlabs__union,26,74303,3844,0,11,535,1,101,93,89,8,7,2025,6
GyulyVGC__sniffnet,10,32818,1210,0,11,125,7,37,36,30,8,7,2023,4
Shubhamsaboo__awesome-llm-apps,10,96585,14033,0,6,132,4,30,29,18,8,7,2025,1
GyulyVGC__sniffnet,14,32818,1210,0,8,107,3,26,30,24,8,7,2023,8
assafelovic__gpt-researcher,6,25383,3368,2,7,55,4,21,19,10,8,7,2023,10
umami-software__umami,63,35302,6480,0,12,111,7,20,18,12,8,7,2025,9
ReVanced__revanced-manager,5,25956,1031,0,1,4,1,20,16,6,8,7,2022,7
ManimCommunity__manim,46,36831,2661,5,8,10,1,18,12,10,8,7,2024,2
FuelLabs__fuels-rs,27,43415,1360,12,6,10,1,12,13,10,8,7,2023,12
cloudflare__pingora,21,26135,1583,0,11,30,5,10,7,4,8,7,2025,1
filamentphp__filament,18,29316,4088,0,6,43,4,10,10,9,8,7,2021,8
usestrix__strix,1,20496,2145,12,2,9,2,10,10,6,8,7,2025,8
cloudflare__pingora,27,26135,1583,5,8,14,3,4,8,2,8,7,2025,7
filamentphp__filament,17,29316,4088,6,3,18,0,3,4,4,8,7,2021,7
NVIDIA__open-gpu-kernel-modules,40,16726,1590,18,1,2,0,2,0,0,8,7,2025,8
AstrBotDevs__AstrBot,1,17331,1332,0,1,64,1,1,1,0,8,7,2022,12
saadeghi__daisyui,5,40297,1609,,0,0,0,1,1,1,8,7,2021,3
fanmingming__live,16,27679,4168,,0,0,0,1,1,0,8,7,2024,2
surrealdb__surrealdb,8,31265,1138,0,1,108,0,0,0,0,8,7,2022,7
XIU2__CloudflareSpeedTest,40,24702,4808,0,1,5,0,0,0,0,8,7,2023,11
labuladong__fucking-algorithm,63,132689,23706,88,0,0,0,0,0,0,8,7,2025,4
hpcaitech__Open-Sora,16,28604,2899,64,0,0,0,0,0,0,8,7,2025,5
SimplifyJobs__Summer2026-Internships,29,43476,3165,0,74,0,53,154,154,141,7,7,2022,9
punkpeye__awesome-mcp-servers,2,81359,7438,0,81,359,81,134,133,126,7,7,2024,12
ComposioHQ__composio,10,27126,4448,,0,0,0,116,130,100,7,7,2024,11
facebook__lexical,8,22980,2090,,0,0,0,91,95,91,7,7,2021,7
jj-vcs__jj,23,25940,926,0,8,138,1,82,80,79,7,7,2022,10
wavetermdev__waveterm,20,17469,777,,0,0,0,55,54,54,7,7,2024,1
krahets__hello-algo,15,122377,14835,0,15,38,5,41,41,37,7,7,2024,1
filamentphp__filament,21,29316,4088,0,13,307,8,37,34,33,7,7,2021,11
linera-io__linera-protocol,12,32134,2294,0,4,106,0,33,34,28,7,7,2022,11
mem0ai__mem0,10,47779,5304,2,9,23,7,30,25,22,7,7,2024,3
microsoft__ai-agents-for-beginners,8,50978,17877,12,8,28,4,27,26,12,7,7,2025,6
tinygrad__tinygrad,26,31406,3909,14,5,20,3,26,21,12,7,7,2022,11
microsoft__Web-Dev-For-Beginners,9,95308,15155,0,7,67,4,22,23,20,7,7,2021,7
GraphiteEditor__Graphite,13,24275,1081,0,7,41,3,22,23,21,7,7,2021,4
SimplifyJobs__Summer2026-Internships,3,43476,3165,0,14,0,11,18,18,15,7,7,2020,7
FuelLabs__fuel-core,63,57363,2859,8,8,15,2,18,17,16,7,7,2025,10
linera-io__linera-protocol,10,32134,2294,0,3,80,1,18,17,14,7,7,2022,9
dair-ai__Prompt-Engineering-Guide,3,70632,7529,0,11,131,10,15,15,10,7,7,2023,2
bradtraversy__design-resources-for-developers,27,64830,11979,0,10,20,7,15,19,10,7,7,2022,7
microsoft__Web-Dev-For-Beginners,17,95308,15155,1,8,17,5,15,20,13,7,7,2022,3
microsoft__Web-Dev-For-Beginners,15,95308,15155,2,6,7,3,12,9,7,7,7,2022,1
tokio-rs__axum,52,25044,1349,0,9,10,6,11,12,10,7,7,2025,8
NirDiamant__RAG_Techniques,2,25550,2996,0,7,80,6,10,9,7,7,7,2024,8
ItzCrazyKns__Perplexica,20,29038,3083,0,2,75,1,8,11,2,7,7,2025,11
ajeetdsouza__zoxide,42,33572,737,3,4,7,1,7,5,5,7,7,2023,8
fanmingming__live,5,27679,4168,,0,0,0,7,7,4,7,7,2023,3
AMAI-GmbH__AI-Expert-Roadmap,2,30749,2568,0,6,29,4,6,6,6,7,7,2020,11
android__nowinandroid,31,20621,4199,6,5,11,2,6,8,5,7,7,2024,10
AykutSarac__jsoncrack.com,12,43351,3486,0,5,71,2,5,9,3,7,7,2022,12
fastfetch-cli__fastfetch,27,20244,692,4,4,29,2,4,3,3,7,7,2023,4
FoundationAgents__MetaGPT,31,64361,8091,48,0,0,0,4,0,0,7,7,2025,12
maboloshi__github-chinese,28,20790,1147,0,3,73,0,3,3,3,7,7,2023,12
fanmingming__live,21,27679,4168,,0,0,0,3,3,2,7,7,2024,7
fanmingming__live,22,27679,4168,,0,0,0,3,3,1,7,7,2024,8
521xueweihan__GitHub520,35,27885,2654,0,2,380,0,2,2,0,7,7,2023,3
NVIDIA__open-gpu-kernel-modules,28,16726,1590,11,1,1,0,2,2,0,7,7,2024,8
Alibaba-NLP__DeepResearch,6,18266,1408,0,4,28,2,1,1,1,7,7,2025,6
massgravel__Microsoft-Activation-Scripts,34,166394,16012,64,0,0,0,1,1,0,7,7,2022,10
Loyalsoldier__clash-rules,37,24442,2019,98,0,0,0,1,1,0,7,7,2023,7
Loyalsoldier__clash-rules,46,24442,2019,47,0,0,0,1,1,0,7,7,2024,4
Raphire__Win11Debloat,48,39843,1546,0,1,5,0,1,3,0,7,7,2024,9
Z-Siqi__Clash-for-Windows_Chinese,7,27713,3204,1,1,24,0,0,0,0,7,7,2021,10
danielgatis__rembg,30,21923,2228,33,0,0,0,0,0,0,7,7,2023,1
pgvector__pgvector,23,19892,1071,1,1,7,0,0,0,0,7,7,2023,2
Z-Siqi__Clash-for-Windows_Chinese,28,27713,3204,11,1,6,0,0,0,0,7,7,2023,7
Z-Siqi__Clash-for-Windows_Chinese,51,27713,3204,3,1,4,0,0,0,0,7,7,2025,6
SpotX-Official__SpotX,50,19901,1012,0,1,3,0,0,0,0,7,7,2025,9
resend__react-email,37,18096,919,0,12,40,6,71,45,37,6,7,2025,9
hpcaitech__ColossalAI,36,41347,4533,3,12,38,0,31,27,24,6,7,2024,9
charmbracelet__bubbletea,62,39657,1094,0,7,17,4,27,36,22,6,7,2025,2
projectdiscovery__katana,55,15583,945,3,6,21,2,22,24,12,6,7,2025,7
ManimCommunity__manim,67,36831,2661,0,12,17,6,19,18,14,6,7,2025,11
lucide-icons__lucide,20,21201,1191,0,9,22,3,19,18,16,6,7,2022,1
motion-canvas__motion-canvas,25,18182,716,2,5,20,2,17,20,18,6,7,2024,8
FuelLabs__fuel-core,64,57363,2859,3,5,11,0,17,20,17,6,7,2025,11
FuelLabs__fuels-rs,41,43415,1360,2,3,10,0,13,14,13,6,7,2025,2
juanfont__headscale,37,35569,1905,0,2,26,1,12,10,4,6,7,2023,6
motion-canvas__motion-canvas,13,18182,716,1,3,8,1,10,8,8,6,7,2023,8
motion-canvas__motion-canvas,22,18182,716,0,5,13,1,10,13,12,6,7,2024,5
zhayujie__chatgpt-on-wechat,34,41351,9745,0,4,22,1,8,8,7,6,7,2025,5
2noise__ChatTTS,19,38750,4212,2,3,6,1,4,4,3,6,7,2025,11
sansan0__TrendRadar,3,46961,22298,3,1,39,0,4,4,0,6,7,2025,6
ajeetdsouza__zoxide,5,33572,737,3,4,10,2,3,3,3,6,7,2020,7
maboloshi__github-chinese,33,20790,1147,2,4,15,0,3,3,2,6,7,2024,5
tailwindlabs__heroicons,38,23355,1319,0,2,5,0,2,2,1,6,7,2023,3
tailwindlabs__heroicons,24,23355,1319,100,0,0,0,1,0,0,6,7,2022,1
XIU2__CloudflareSpeedTest,42,24702,4808,10,1,1,0,1,1,0,6,7,2024,1
Loyalsoldier__clash-rules,45,24442,2019,17,1,1,0,1,1,1,6,7,2024,3
Atlas-OS__Atlas,9,19789,711,0,1,48,0,0,1,1,6,7,2021,10
SpotX-Official__SpotX,45,19901,1012,6,1,11,0,0,0,0,6,7,2025,4
NvChad__NvChad,54,27891,2276,49,0,0,0,0,1,0,6,7,2025,8
Max-Eee__NeoPass,11,25510,94,,0,0,0,0,0,0,6,7,2025,9
labuladong__fucking-algorithm,70,132689,23706,302,0,0,0,0,0,0,6,7,2025,11
github__awesome-copilot,6,22208,2544,0,41,54,30,65,65,52,5,7,2025,11
microsoft__AI-For-Beginners,54,45402,9243,0,5,124,2,44,72,49,5,7,2025,8
withfig__autocomplete,30,25074,5508,0,28,95,13,37,51,35,5,7,2023,2
tokio-rs__axum,49,25044,1349,2,12,20,7,18,23,19,5,7,2025,5
FuelLabs__fuels-rs,43,43415,1360,0,5,12,1,18,14,12,5,7,2025,4
krahets__hello-algo,22,122377,14835,4,6,7,5,16,14,7,5,7,2024,8
Zie619__n8n-workflows,5,52004,6621,0,7,20,6,15,16,7,5,7,2025,9
GraphiteEditor__Graphite,43,24275,1081,1,5,30,2,14,13,10,5,7,2023,10
anthropics__claude-cookbooks,29,33190,3445,0,7,13,5,12,16,11,5,7,2025,12
anthropics__claude-cookbooks,13,33190,3445,1,7,27,2,9,14,11,5,7,2024,8
coollabsio__coolify,5,50871,3650,8,1,5,0,5,4,4,5,7,2021,5
Johnshall__Shadowrocket-ADBlock-Rules-Forever,6,22347,1466,,0,0,0,4,4,3,5,7,2022,5
hpcaitech__Open-Sora,22,28604,2899,247,0,0,0,3,2,0,5,7,2025,11
xiaolincoder__CS-Base,29,17536,2106,1,4,9,1,2,3,3,5,7,2024,7
FoundationAgents__MetaGPT,30,64361,8091,17,1,1,1,2,1,0,5,7,2025,11
ajeetdsouza__zoxide,28,33572,737,4,1,3,0,2,2,2,5,7,2022,6
Max-Eee__NeoPass,14,25510,94,15,2,9,2,1,1,1,5,7,2025,12
fanmingming__live,19,27679,4168,,0,0,0,1,1,1,5,7,2024,5
Loyalsoldier__clash-rules,49,24442,2019,139,0,0,0,1,1,0,5,7,2024,7
ajeetdsouza__zoxide,59,33572,737,22,1,3,0,1,2,0,5,7,2025,1
2noise__ChatTTS,14,38750,4212,37,0,0,0,1,1,0,5,7,2025,6
Loyalsoldier__clash-rules,22,24442,2019,58,0,0,0,0,2,0,5,7,2022,4
SpotX-Official__SpotX,42,19901,1012,1,1,18,0,0,0,0,5,7,2025,1
refinedev__refine,54,34108,2937,4,9,20,3,35,30,19,4,7,2025,6
google__zx,41,45168,1204,8,2,23,0,27,25,24,4,7,2024,9
OpenBB-finance__OpenBB,50,60495,5898,0,2,17,0,20,22,18,4,7,2025,1
openai__openai-python,15,30027,4563,9,5,6,2,10,8,6,4,7,2021,12
OpenBMB__ChatDev,15,31088,3837,,0,0,0,9,4,1,4,7,2024,10
folke__lazy.nvim,34,20306,547,186,0,0,0,6,2,0,4,7,2025,8
drawdb-io__drawdb,19,36678,2860,10,2,8,1,4,5,3,4,7,2025,1
tailwindlabs__heroicons,21,23355,1319,8,1,5,0,3,5,0,4,7,2021,10
521xueweihan__GitHub520,50,27885,2654,0,3,339,1,1,1,1,4,7,2024,6
labuladong__fucking-algorithm,31,132689,23706,6,1,3,0,0,0,0,4,7,2022,8
withfig__autocomplete,33,25074,5508,0,20,70,6,42,38,25,3,7,2023,5
Guovin__iptv-api,6,22626,7180,0,3,141,1,40,40,38,3,7,2024,7
projectdiscovery__katana,48,15583,945,21,4,37,1,32,32,19,3,7,2024,12
lucide-icons__lucide,11,21201,1191,0,7,129,0,19,29,29,3,7,2021,4
gitui-org__gitui,29,21441,692,26,2,3,1,14,13,1,3,7,2022,7
FuelLabs__fuel-core,59,57363,2859,4,5,8,0,11,13,9,3,7,2025,6
FuelLabs__fuel-core,61,57363,2859,19,5,7,0,10,8,7,3,7,2025,8
hpcaitech__ColossalAI,40,41347,4533,6,6,7,1,6,8,7,3,7,2025,1
microsoft__Data-Science-For-Beginners,55,33969,6962,0,5,113,2,35,56,44,2,7,2025,9
alan2207__bulletproof-react,7,34473,3145,0,5,15,4,5,6,6,2,7,2021,11
krayin__laravel-crm,11,21522,1380,15,2,2,0,3,3,1,2,7,2022,4
AykutSarac__jsoncrack.com,36,43351,3486,5,3,26,1,2,3,2,2,7,2024,12
FoundationAgents__MetaGPT,29,64361,8091,26,1,1,0,0,0,0,2,7,2025,10
521xueweihan__GitHub520,67,27885,2654,0,1,360,0,0,0,0,2,7,2025,11
arthurspk__guiadevbrasil,39,15574,1806,576,0,0,0,1,4,0,1,7,2024,12
TapXWorld__ChinaTextbook,54,65188,14539,6,1,48,1,0,0,0,1,7,2024,6
feder-cr__Jobs_Applier_AI_Agent_AIHawk,10,29363,4467,2,1,22,0,3,4,0,0,7,2025,5
lxgw__LxgwWenKai,37,23219,602,6,1,2,0,0,0,0,0,7,2024,1
666ghj__BettaFish,14,35680,6823,0,1,89,0,0,1,0,0,7,2025,8
yuliskov__SmartTube,45,28285,1519,,0,0,0,25,24,20,64,6,2024,3
yuliskov__SmartTube,34,28285,1519,,0,0,0,45,44,43,59,6,2023,4
ChrisTitusTech__winutil,9,47806,2520,30,0,0,0,11,10,7,59,6,2022,12
yuliskov__SmartTube,59,28285,1519,,0,0,0,17,18,17,58,6,2025,5
KRTirtho__spotube,49,44448,1980,4,1,9,0,5,2,2,56,6,2025,2
Anjok07__ultimatevocalremovergui,39,23674,1768,0,1,100,0,2,7,1,56,6,2023,9
index-tts__index-tts,9,18898,2332,0,4,7,2,9,9,4,54,6,2025,10
resemble-ai__chatterbox,2,22805,3000,0,7,16,7,39,35,19,53,6,2025,5
KRTirtho__spotube,51,44448,1980,0,2,17,0,9,8,5,52,6,2025,4
Anjok07__ultimatevocalremovergui,38,23674,1768,136,0,0,0,0,2,0,51,6,2023,8
haotian-liu__LLaVA,16,24473,2731,80,0,0,0,2,2,0,48,6,2024,7
Anjok07__ultimatevocalremovergui,35,23674,1768,44,0,0,0,1,0,0,48,6,2023,5
lencx__ChatGPT,18,54393,6210,8,1,2,0,3,1,0,47,6,2024,5
exo-explore__exo,10,41702,2837,9,3,9,1,14,11,4,45,6,2025,3
modelcontextprotocol__servers,4,79147,9615,0,53,186,43,75,73,58,42,6,2025,2
chatboxai__chatbox,32,38574,3908,0,3,87,1,3,1,1,41,6,2025,10
vbenjs__vue-vben-admin,19,31565,8595,,0,0,0,12,6,4,40,6,2022,1
nomic-ai__gpt4all,19,77151,8320,0,7,34,0,34,31,28,39,6,2024,9
QuivrHQ__quivr,11,38949,3714,0,6,70,4,81,73,70,38,6,2024,3
yuliskov__SmartTube,47,28285,1519,,0,0,0,19,19,16,38,6,2024,5
m-bain__whisperX,4,20254,2149,0,7,22,5,14,8,5,38,6,2023,3
ventoy__Ventoy,43,74572,4704,37,0,0,0,2,2,0,37,6,2023,9
qier222__YesPlayMusic,29,32585,4727,28,0,0,0,1,1,0,36,6,2023,2
Anjok07__ultimatevocalremovergui,60,23674,1768,108,0,0,0,0,0,0,36,6,2025,6
linkwarden__linkwarden,33,17285,683,0,9,78,4,16,16,12,35,6,2024,12
RVC-Project__Retrieval-based-Voice-Conversion-WebUI,26,34511,4904,156,0,0,0,2,2,0,35,6,2025,4
RVC-Project__Retrieval-based-Voice-Conversion-WebUI,23,34511,4904,67,0,0,0,1,1,0,35,6,2025,1
SigNoz__signoz,11,25821,1973,7,3,20,0,33,20,18,34,6,2021,11
oobabooga__text-generation-webui,25,46068,5884,0,5,44,2,28,30,12,34,6,2024,12
ultralytics__yolov5,54,56827,17432,8,4,10,0,14,12,10,34,6,2024,10
hsliuping__TradingAgents-CN,4,17653,3787,0,1,71,0,7,2,0,34,6,2025,9
ventoy__Ventoy,61,74572,4704,27,1,1,0,4,2,0,34,6,2025,3
linera-io__linera-protocol,30,32134,2294,0,7,55,0,76,67,57,33,6,2024,5
lucide-icons__lucide,23,21201,1191,3,14,58,6,57,42,42,33,6,2022,4
freefq__free,18,39492,5672,0,1,181,0,0,0,0,33,6,2021,11
lencx__ChatGPT,9,54393,6210,27,1,4,0,0,1,1,33,6,2023,8
Anjok07__ultimatevocalremovergui,57,23674,1768,17,1,1,0,0,0,0,32,6,2025,3
QuivrHQ__quivr,10,38949,3714,0,7,129,5,111,112,106,31,6,2024,2
babysor__MockingBird,13,36875,5245,18,2,2,1,3,2,2,31,6,2022,8
lllyasviel__ControlNet,4,33657,2998,37,0,0,0,0,2,0,31,6,2023,5
guidance-ai__guidance,17,21319,1148,0,5,78,1,26,26,24,30,6,2024,3
datalab-to__marker,15,31814,2172,0,5,81,2,15,13,11,30,6,2024,12
localsend__localsend,36,75324,4011,10,3,5,1,6,2,2,30,6,2025,11
datalab-to__marker,11,31814,2172,11,2,7,0,3,3,1,29,6,2024,8
w-okada__voice-changer,23,19732,2245,0,2,26,1,2,0,0,29,6,2024,6
leiurayer__downkyi,31,24091,2559,34,0,0,0,0,0,0,29,6,2023,6
OpenBMB__MiniCPM-o,15,23881,1841,27,1,2,0,0,0,0,29,6,2025,3
binary-husky__gpt_academic,17,70116,8395,8,5,48,1,6,5,5,28,6,2024,7
JaidedAI__EasyOCR,29,28981,3537,3,3,9,1,3,3,2,28,6,2022,7
xinntao__Real-ESRGAN,5,34380,4267,1,2,6,1,1,5,2,28,6,2021,11
leiurayer__downkyi,38,24091,2559,47,0,0,0,0,0,0,28,6,2024,1
Anjok07__ultimatevocalremovergui,55,23674,1768,58,0,0,0,0,1,0,28,6,2025,1
guidance-ai__guidance,16,21319,1148,0,9,84,5,25,19,15,27,6,2024,2
meta-llama__llama,5,59159,9826,114,0,0,0,0,1,0,27,6,2023,6
Anjok07__ultimatevocalremovergui,58,23674,1768,47,0,0,0,0,0,0,27,6,2025,4
openinterpreter__open-interpreter,12,62324,5362,0,8,89,2,15,18,13,26,6,2024,6
vbenjs__vue-vben-admin,30,31565,8595,,0,0,0,13,12,12,26,6,2022,12
logseq__logseq,52,41115,2455,0,5,417,0,11,8,7,26,6,2024,8
aristocratos__btop,37,30436,918,1,5,8,2,4,3,3,26,6,2024,5
IceWhaleTech__CasaOS,34,33237,1867,25,1,1,0,2,1,1,26,6,2024,6
invoke-ai__InvokeAI,34,26783,2776,0,19,210,1,67,70,64,25,6,2025,5
dyad-sh__dyad,1,19676,2235,0,1,174,1,32,31,31,25,6,2025,4
FuelLabs__fuels-rs,33,43415,1360,1,6,22,1,24,25,23,25,6,2024,6
microsoft__markitdown,4,87524,5108,0,13,20,11,22,22,21,25,6,2025,2
huggingface__datasets,60,21197,3106,7,6,16,4,22,17,16,25,6,2025,2
HeyPuter__puter,8,39571,3509,0,8,179,4,15,15,15,25,6,2024,10
binary-husky__gpt_academic,20,70116,8395,0,5,58,2,11,10,8,25,6,2024,10
bigskysoftware__htmx,21,47465,1568,0,7,40,6,8,1,0,25,6,2021,12
bigskysoftware__htmx,13,47465,1568,2,9,20,5,8,1,0,25,6,2021,4
meta-llama__llama,13,59159,9826,0,3,4,2,5,6,2,25,6,2024,2
xinntao__Real-ESRGAN,4,34380,4267,8,1,5,0,4,0,0,25,6,2021,10
nomic-ai__gpt4all,25,77151,8320,33,0,0,0,2,0,0,25,6,2025,3
IceWhaleTech__CasaOS,41,33237,1867,42,0,0,0,0,0,0,25,6,2025,1
atuinsh__atuin,47,28344,777,3,8,13,2,19,15,13,24,6,2024,8
zellij-org__zellij,57,29250,969,30,0,0,0,9,0,0,24,6,2025,5
RVC-Project__Retrieval-based-Voice-Conversion-WebUI,29,34511,4904,248,0,0,0,6,4,0,24,6,2025,7
xiaojieonly__Ehviewer_CN_SXJ,26,22498,594,3,1,3,0,0,0,0,24,6,2022,12
lllyasviel__ControlNet,11,33657,2998,112,0,0,0,0,0,0,24,6,2023,12
BeyondDimension__SteamTools,39,24494,1593,0,5,73,0,0,0,0,24,6,2024,2
browserbase__stagehand,18,21205,1386,0,11,52,3,82,73,63,23,6,2025,8
CorentinTh__it-tools,49,37158,4622,0,2,3,1,49,5,3,23,6,2024,4
linkwarden__linkwarden,41,17285,683,0,4,174,1,42,38,30,23,6,2025,8
DevToys-app__DevToys,8,30981,1709,0,9,12,3,7,10,10,23,6,2022,4
localsend__localsend,8,75324,4011,5,5,10,4,4,5,4,23,6,2023,7
rustdesk__rustdesk,20,107767,16025,0,6,152,4,9,6,5,22,6,2022,4
datalab-to__surya,3,19299,1326,4,1,15,0,6,4,4,22,6,2024,3
qarmin__czkawka,31,29343,969,25,1,1,0,5,1,1,22,6,2023,3
KRTirtho__spotube,19,44448,1980,0,3,30,2,2,2,2,22,6,2022,8
microsoft__Data-Science-For-Beginners,8,33969,6962,0,47,338,40,83,71,68,21,6,2021,10
